brand_model,city,model,mileage_in_km,engine_in_cc,Transmission,price_in_lacs,brand_model_age,price_type,mileage_category,engine_mileage_interaction
Daihatsu Move,Lahore,2015,117000,660.0,Automatic,27.0,9,Mid Range,Medium,77220000.0
Suzuki Mehran,Lahore,2013,150000,796.0,Manual,8.9,11,Budget,Medium,119400000.0
Toyota Corolla,Attock,2012,104000,1600.0,Automatic,37.0,12,Mid Range,Medium,166400000.0
Suzuki Alto,Peshawar,2001,150000,1000.0,Manual,6.8,23,Budget,Medium,150000000.0
Suzuki Cultus,Lahore,2015,90000,1000.0,Manual,16.2,9,Budget,Low,90000000.0
Suzuki Cultus,Gujranwala,2020,98000,1000.0,Manual,32.5,4,Mid Range,Low,98000000.0
Mitsubishi Lancer,Faisalabad,1992,199999,1000.0,Manual,3.0,32,Budget,Medium,199999000.0
FAW X-PV,Multan,2019,800,1000.0,Manual,11.9,5,Budget,Low,800000.0
Suzuki Alto,Chakwal,2013,100000,660.0,Automatic,22.0,11,Mid Range,Low,66000000.0
Suzuki Bolan,Lahore,2016,98000,800.0,Manual,11.3,8,Budget,Low,78400000.0
Suzuki Swift,Karachi,2018,52400,1300.0,Manual,21.9,6,Mid Range,Low,68120000.0
Toyota Corolla,Lahore,2000,188000,1600.0,Manual,12.8,24,Budget,Medium,300800000.0
Suzuki Mehran,Lahore,2018,60000,796.0,Manual,14.0,6,Budget,Low,47760000.0
Suzuki Cultus,Shakargarh,2018,140000,1000.0,Manual,26.0,6,Mid Range,Medium,140000000.0
Honda Civic,Sargodha,2010,115000,1800.0,Automatic,28.0,14,Mid Range,Medium,207000000.0
DFSK Glory,Bahawalnagar,2021,46800,1500.0,Automatic,50.0,3,Premium,Low,70200000.0
Daihatsu Charade,Karachi,1993,100000,1000.0,Manual,3.0,31,Budget,Low,100000000.0
Honda Civic,Lahore,2016,157952,1800.0,Automatic,45.0,8,Premium,Medium,284313600.0
Daihatsu Mira,Chakwal,2014,80000,660.0,Automatic,23.5,10,Mid Range,Low,52800000.0
Toyota C-HR,Lahore,2018,63500,1800.0,Automatic,86.0,6,Luxury,Low,114300000.0
Suzuki Swift,Kahuta,2012,109000,1300.0,Manual,20.5,12,Mid Range,Medium,141700000.0
Toyota Corolla,Mansehra,2010,100000,1300.0,Manual,25.8,14,Mid Range,Low,130000000.0
Honda Civic,Mian Channu,2007,100000,1800.0,Manual,21.0,17,Mid Range,Low,180000000.0
Suzuki Wagon,Multan,2018,512,1800.0,Manual,20.3,6,Mid Range,Low,921600.0
Suzuki Cultus,Karachi,2021,35000,1000.0,Manual,30.5,3,Mid Range,Low,35000000.0
Toyota Corolla,Mansehra,2016,75000,1300.0,Automatic,37.5,8,Mid Range,Low,97500000.0
Nissan Dayz,Lahore,2013,92000,660.0,Automatic,22.2,11,Mid Range,Low,60720000.0
Mazda Premacy,Faisalabad,1996,136452,2200.0,Manual,15.0,28,Budget,Medium,300194400.0
Suzuki Mehran,Sargodha,1992,15868,800.0,Manual,2.9,32,Budget,Low,12694400.0
Suzuki Mehran,Karachi,2014,456,796.0,Manual,8.5,10,Budget,Low,362976.0
Toyota Corolla,Karachi,2017,29000,1300.0,Automatic,42.0,7,Premium,Low,37700000.0
KIA Sportage,Ahmed Pur East,2022,42000,2000.0,Automatic,76.0,2,Luxury,Low,84000000.0
Daihatsu Mira,Karachi,2021,12000,660.0,Automatic,36.3,3,Mid Range,Low,7920000.0
Honda City,Rawalpindi,2018,90000,1300.0,Automatic,34.5,6,Mid Range,Low,117000000.0
KIA Sportage,Peshawar,2023,18000,2000.0,Automatic,86.0,1,Luxury,Low,36000000.0
Suzuki Cultus,Lahore,2014,10000,1000.0,Manual,14.5,10,Budget,Low,10000000.0
Suzuki Bolan,Mian Wali,2021,72000,800.0,Manual,17.5,3,Budget,Low,57600000.0
Suzuki Liana,Lahore,2006,213488,1300.0,Manual,13.0,18,Budget,High,277534400.0
Proton X70,Ghotki,2021,29000,1500.0,Automatic,68.0,3,Luxury,Low,43500000.0
Toyota Corolla,Islamabad,2014,120000,1500.0,Automatic,60.0,10,Premium,Medium,180000000.0
Toyota Corolla,Faisalabad,2016,145000,1500.0,Automatic,52.0,8,Premium,Medium,217500000.0
Chevrolet Joy,Lahore,2005,150,1000.0,Automatic,9.0,19,Budget,Low,150000.0
Honda City,Sargodha,2017,115000,1300.0,Manual,32.0,7,Mid Range,Medium,149500000.0
Suzuki Wagon,Sahiwal,2021,52000,1000.0,Automatic,30.0,3,Mid Range,Low,52000000.0
KIA Picanto,Karachi,2022,11000,1000.0,Automatic,30.0,2,Mid Range,Low,11000000.0
Suzuki Cultus,Lahore,2016,80000,1000.0,Manual,17.8,8,Budget,Low,80000000.0
Honda City,Islamabad,2017,105912,1500.0,Automatic,36.5,7,Mid Range,Medium,158868000.0
Suzuki Baleno,Lahore,2005,158000,1300.0,Manual,9.5,19,Budget,Medium,205400000.0
Nissan Kicks,Gujranwala,2020,6700,1200.0,Automatic,85.5,4,Luxury,Low,8040000.0
Suzuki Mehran,Bahawalpur,2016,70000,796.0,Manual,10.7,8,Budget,Low,55720000.0
Honda Vezel,Lahore,2014,115000,1500.0,Automatic,44.5,10,Premium,Medium,172500000.0
Honda City,Jhang,2007,220000,1300.0,Automatic,19.5,17,Budget,High,286000000.0
Honda Vezel,Islamabad,2019,19000,1500.0,Automatic,85.0,5,Luxury,Low,28500000.0
Suzuki Alto,Rahim Yar Khan,2020,37000,660.0,Manual,22.2,4,Mid Range,Low,24420000.0
Toyota Corolla,Mandi bahauddin,2019,82000,1600.0,Automatic,50.5,5,Premium,Low,131200000.0
Toyota Corolla,Islamabad,2011,85,1300.0,Manual,32.5,13,Mid Range,Low,110500.0
Suzuki Alto,Bahawalpur,2021,58000,660.0,Manual,23.5,3,Mid Range,Low,38280000.0
Suzuki Alto,Sahiwal,2022,10200,660.0,Automatic,37.8,2,Mid Range,Low,6732000.0
Daihatsu Mira,Abbottabad,2010,129580,660.0,Automatic,18.4,14,Budget,Medium,85522800.0
Suzuki Mehran,Lahore,2007,91955,800.0,Manual,8.1,17,Budget,Low,73564000.0
Toyota Esquire,Sialkot,2015,126200,1800.0,Automatic,60.5,9,Luxury,Medium,227160000.0
Honda BR-V,Karachi,2018,88000,1500.0,Automatic,39.8,6,Mid Range,Low,132000000.0
Chery Tiggo,Peshawar,2022,22000,1498.0,Automatic,60.0,2,Premium,Low,32956000.0
Honda City,Karachi,2018,85200,1300.0,Manual,32.0,6,Mid Range,Low,110760000.0
Suzuki Swift,Rawalpindi,2024,6000,1200.0,Automatic,49.9,0,Premium,Low,7200000.0
Honda Civic,Islamabad,2015,150000,1800.0,Automatic,42.0,9,Premium,Medium,270000000.0
Honda City,Lahore,2011,114000,1300.0,Manual,26.0,13,Mid Range,Medium,148200000.0
Suzuki Cultus,Mansehra,2005,83000,1000.0,Manual,8.3,19,Budget,Low,83000000.0
Honda City,Nowshera,2007,95000,1300.0,Manual,22.0,17,Mid Range,Low,123500000.0
Toyota Prius,Peshawar,2008,100000,1500.0,Automatic,27.5,16,Mid Range,Low,150000000.0
Mitsubishi Minicab,Lahore,2016,175000,660.0,Automatic,11.5,8,Budget,Medium,115500000.0
Suzuki Alto,Lahore,2024,25,660.0,Automatic,23.3,0,Mid Range,Low,16500.0
Suzuki Swift,Karachi,2014,30000,1300.0,Manual,23.0,10,Mid Range,Low,39000000.0
Toyota Corolla,Karachi,2014,117000,1800.0,Automatic,39.0,10,Mid Range,Medium,210600000.0
Toyota Vitz,Islamabad,2018,97000,1000.0,Automatic,43.0,6,Premium,Low,97000000.0
Honda Vezel,Lahore,2017,138000,1500.0,Automatic,56.0,7,Premium,Medium,207000000.0
Toyota Corolla,Hyderabad,2007,160000,2000.0,Manual,16.8,17,Budget,Medium,320000000.0
Honda City,Lahore,2006,175000,1300.0,Manual,15.4,18,Budget,Medium,227500000.0
Suzuki Wagon,Islamabad,2018,56000,660.0,Automatic,35.0,6,Mid Range,Low,36960000.0
Honda City,Lahore,2021,11600,1500.0,Automatic,53.0,3,Premium,Low,17400000.0
Toyota Passo,Mirpur khas,2017,26000,1000.0,Automatic,34.5,7,Mid Range,Low,26000000.0
Honda Civic,Karachi,2013,93000,1800.0,Automatic,34.0,11,Mid Range,Low,167400000.0
Toyota Aqua,Rawalpindi,2021,16141,1500.0,Automatic,79.0,3,Luxury,Low,24211500.0
United Bravo,Karachi,2022,18000,800.0,Manual,13.8,2,Budget,Low,14400000.0
Toyota Yaris,Karachi,2021,82286,1000.0,Automatic,46.5,3,Premium,Low,82286000.0
Suzuki Bolan,Hala,2017,55,800.0,Manual,13.0,7,Budget,Low,44000.0
Honda Civic,Haroonabad,2006,136000,1300.0,Automatic,26.5,18,Mid Range,Medium,176800000.0
Toyota Corolla,Peshawar,2012,100000,1600.0,Automatic,34.3,12,Mid Range,Low,160000000.0
KIA Sportage,Karachi,2019,88000,2000.0,Automatic,61.0,5,Luxury,Low,176000000.0
Toyota Vitz,Islamabad,2013,88000,1500.0,Manual,37.5,11,Mid Range,Low,132000000.0
Honda City,Lahore,2021,50000,1300.0,Automatic,44.5,3,Premium,Low,65000000.0
Suzuki Alto,Hafizabad,2012,200000,1000.0,Manual,12.5,12,Budget,Medium,200000000.0
Honda HR-V,Multan,2023,3000,1500.0,Automatic,72.0,1,Luxury,Low,4500000.0
Suzuki Mehran,Islamabad,2016,55000,796.0,Manual,11.7,8,Budget,Low,43780000.0
Toyota Corolla,Haripur,2003,230000,1600.0,Automatic,17.5,21,Budget,High,368000000.0
Toyota Corolla,Lahore,2012,150000,1600.0,Automatic,29.0,12,Mid Range,Medium,240000000.0
Daihatsu Move,Lahore,2012,168000,660.0,Automatic,18.4,12,Budget,Medium,110880000.0
Suzuki Every,Kharian,2018,99000,660.0,Automatic,19.8,6,Budget,Low,65340000.0
Honda BR-V,Lahore,2017,145000,1500.0,Automatic,40.0,7,Mid Range,Medium,217500000.0
Toyota Corolla,Lahore,2022,21500,1800.0,Automatic,61.5,2,Luxury,Low,38700000.0
Suzuki Swift,Kohat,2012,165000,1300.0,Manual,18.8,12,Budget,Medium,214500000.0
Toyota Vitz,Quetta,2000,120000,1000.0,Automatic,22.0,24,Mid Range,Medium,120000000.0
Suzuki Mehran,Lahore,2010,107000,800.0,Manual,9.5,14,Budget,Medium,85600000.0
Suzuki Alto,Peshawar,2021,58000,660.0,Manual,24.5,3,Mid Range,Low,38280000.0
Suzuki Ravi,Mansehra,2016,123000,800.0,Manual,11.5,8,Budget,Medium,98400000.0
Toyota Passo,Rawalpindi,2014,115000,1000.0,Automatic,28.0,10,Mid Range,Medium,115000000.0
Honda Civic,Islamabad,2017,75000,1800.0,Automatic,51.0,7,Premium,Low,135000000.0
Nissan Dayz,Rawalpindi,2020,22000,659.0,Automatic,35.5,4,Mid Range,Low,14498000.0
Toyota Corolla,Dera ismail khan,2018,80000,1300.0,Automatic,42.0,6,Premium,Low,104000000.0
Daihatsu Mira,Karachi,2017,70856,660.0,Automatic,21.2,7,Mid Range,Low,46764960.0
Toyota Premio,Rawalpindi,2006,230000,1800.0,Automatic,38.0,18,Mid Range,High,414000000.0
Suzuki Alto,Islamabad,2021,5000,660.0,Automatic,34.5,3,Mid Range,Low,3300000.0
Toyota Camry,Peshawar,1990,100000,1800.0,Manual,14.3,34,Budget,Low,180000000.0
Proton X70,Karachi,2021,36500,1500.0,Automatic,65.2,3,Luxury,Low,54750000.0
Changan Karvaan,Sargodha,2021,31000,1200.0,Manual,23.6,3,Mid Range,Low,37200000.0
Toyota ISIS,Karachi,2007,110000,1800.0,Automatic,34.5,17,Mid Range,Medium,198000000.0
Suzuki Mehran,Kamoke,2014,18955,796.0,Manual,12.5,10,Budget,Low,15088180.0
Honda Vezel,Lahore,2014,167000,1500.0,Automatic,41.8,10,Premium,Medium,250500000.0
Suzuki Mehran,Lahore,2009,42000,800.0,Manual,6.8,15,Budget,Low,33600000.0
Toyota Corolla,Chakwal,2012,164362,1300.0,Manual,25.8,12,Mid Range,Medium,213670600.0
Honda City,Toba Tek Singh,2010,140000,1300.0,Manual,25.8,14,Mid Range,Medium,182000000.0
Suzuki Bolan,Lahore,2017,34287,800.0,Manual,13.5,7,Budget,Low,27429600.0
Toyota Prius,Islamabad,2017,91000,1800.0,Automatic,85.0,7,Luxury,Low,163800000.0
Honda Vezel,Karachi,2016,77000,1500.0,Automatic,62.0,8,Luxury,Low,115500000.0
Toyota Vitz,Karachi,2014,112000,1000.0,Automatic,28.5,10,Mid Range,Medium,112000000.0
Honda BR-V,Multan,2021,7602,1500.0,Automatic,57.0,3,Premium,Low,11403000.0
Suzuki Mehran,Rawalpindi,2008,106500,800.0,Manual,7.5,16,Budget,Medium,85200000.0
Toyota Platz,Karachi,2005,106,1000.0,Automatic,16.5,19,Budget,Low,106000.0
Hyundai Santro,Lahore,2004,144500,1000.0,Automatic,11.0,20,Budget,Medium,144500000.0
Suzuki Cultus,Islamabad,2011,80000,1000.0,Manual,10.7,13,Budget,Low,80000000.0
Suzuki Alto,Pak pattan sharif,2022,13500,660.0,Manual,26.0,2,Mid Range,Low,8910000.0
Toyota Vitz,Islamabad,2006,139000,1300.0,Automatic,24.0,18,Mid Range,Medium,180700000.0
Honda Civic,Multan,2021,25000,1800.0,Automatic,68.0,3,Luxury,Low,45000000.0
Suzuki Cultus,Islamabad,2022,61000,1000.0,Manual,36.0,2,Mid Range,Low,61000000.0
Toyota Corolla,Dadyal Ak,2005,150000,2000.0,Manual,26.0,19,Mid Range,Medium,300000000.0
Suzuki Cultus,Gujranwala,2006,150000,1000.0,Manual,8.2,18,Budget,Medium,150000000.0
Changan Karvaan,Lala musa,2023,9000,1000.0,Manual,29.0,1,Mid Range,Low,9000000.0
Suzuki Mehran,Quetta,1996,19999,800.0,Manual,3.8,28,Budget,Low,15999200.0
Suzuki Bolan,Rawalpindi,2024,2800,800.0,Manual,19.5,0,Budget,Low,2240000.0
Suzuki Cultus,Jalalpur Pirwala,2017,125000,1000.0,Manual,22.2,7,Mid Range,Medium,125000000.0
Audi A3,Lahore,2016,79034,1200.0,Automatic,65.5,8,Luxury,Low,94840800.0
Suzuki Alto,Sialkot,2017,70000,660.0,Automatic,21.5,7,Mid Range,Low,46200000.0
Toyota Corolla,Gujranwala,2009,200000,1300.0,Manual,19.0,15,Budget,Medium,260000000.0
Daihatsu Hijet,Karachi,2012,140890,660.0,Automatic,16.5,12,Budget,Medium,92987400.0
Suzuki Wagon,Jahaniya,2019,80000,1000.0,Manual,23.5,5,Mid Range,Low,80000000.0
Suzuki Jimny,Daharki,2009,150000,1300.0,Manual,27.5,15,Mid Range,Medium,195000000.0
Suzuki Mehran,Rawalpindi,2015,47700,800.0,Manual,12.0,9,Budget,Low,38160000.0
Toyota Corolla,Sargodha,2014,25000,1300.0,Manual,29.9,10,Mid Range,Low,32500000.0
Honda City,Okara,2010,150000,1300.0,Manual,22.2,14,Mid Range,Medium,195000000.0
Suzuki Mehran,Rawalpindi,2016,100000,796.0,Manual,13.1,8,Budget,Low,79600000.0
Suzuki Wagon,Sadiqabad,2018,130000,1000.0,Manual,21.5,6,Mid Range,Medium,130000000.0
Toyota Aqua,Karachi,2015,79600,1500.0,Automatic,44.0,9,Premium,Low,119400000.0
FAW X-PV,Sheikhupura,2012,130000,1000.0,Manual,7.8,12,Budget,Medium,130000000.0
FAW X-PV,Sheikhupura,2012,130000,1000.0,Manual,7.8,12,Budget,Medium,130000000.0
Toyota Sienta,Karachi,2016,93000,1500.0,Automatic,46.5,8,Premium,Low,139500000.0
Honda City,Abbottabad,2022,27000,1300.0,Manual,45.0,2,Premium,Low,35100000.0
Suzuki Swift,Islamabad,2024,1750,1200.0,Automatic,50.0,0,Premium,Low,2100000.0
Honda Civic,Wah cantt,2021,39000,1800.0,Automatic,70.5,3,Luxury,Low,70200000.0
KIA Sportage,Islamabad,2023,30100,2000.0,Automatic,73.0,1,Luxury,Low,60200000.0
Suzuki Alto,Attock,2012,120000,660.0,Automatic,21.5,12,Mid Range,Medium,79200000.0
Suzuki Mehran,Rawalpindi,2018,76000,796.0,Manual,14.3,6,Budget,Low,60496000.0
Honda Vezel,Islamabad,2016,60000,1500.0,Automatic,79.0,8,Luxury,Low,90000000.0
KIA Sportage,Abdul Hakeem,2021,50100,2000.0,Automatic,69.9,3,Luxury,Low,100200000.0
Suzuki Alto,Lahore,2018,57000,660.0,Automatic,29.9,6,Mid Range,Low,37620000.0
Toyota Corolla,Karachi,2005,80000,1600.0,Automatic,19.0,19,Budget,Low,128000000.0
Peugeot Allure,Karachi,2022,32000,1200.0,Automatic,64.8,2,Luxury,Low,38400000.0
Honda Civic,Lahore,2017,75000,1800.0,Automatic,51.0,7,Premium,Low,135000000.0
Suzuki Cultus,Ali chak,2008,60000,1000.0,Manual,12.0,16,Budget,Low,60000000.0
Suzuki Swift,Lahore,2017,118000,1300.0,Manual,21.7,7,Mid Range,Medium,153400000.0
Hyundai Santro,Faisalabad,2000,199999,1000.0,Manual,6.5,24,Budget,Medium,199999000.0
Suzuki Cultus,Shakargarh,2018,173296,1000.0,Manual,26.0,6,Mid Range,Medium,173296000.0
Suzuki Cultus,Shakargarh,2018,173296,1000.0,Manual,26.0,6,Mid Range,Medium,173296000.0
Suzuki Wagon,Lahore,2018,185000,1000.0,Manual,19.8,6,Budget,Medium,185000000.0
Toyota Yaris,Islamabad,2022,39000,1300.0,Automatic,43.0,2,Premium,Low,50700000.0
Suzuki Every,Karachi,2007,147000,660.0,Automatic,7.0,17,Budget,Medium,97020000.0
Toyota Passo,Karachi,2007,98000,1000.0,Automatic,20.5,17,Mid Range,Low,98000000.0
Toyota Sienta,Lahore,2019,22000,1500.0,Automatic,57.5,5,Premium,Low,33000000.0
Suzuki Cultus,Karachi,2016,18000,1000.0,Manual,17.0,8,Budget,Low,18000000.0
Suzuki Jimny,Abbottabad,2007,97810,1300.0,Manual,26.0,17,Mid Range,Low,127153000.0
Toyota Cressida,Peshawar,1992,8000,2000.0,Automatic,20.0,32,Budget,Low,16000000.0
Toyota Corolla,Lahore,2018,93000,1300.0,Automatic,38.5,6,Mid Range,Low,120900000.0
Nissan Sunny,Bannu,1997,16000,1600.0,Automatic,8.2,27,Budget,Low,25600000.0
Toyota Yaris,Lahore,2024,20,1300.0,Automatic,56.9,0,Premium,Low,26000.0
Suzuki Alto,Lahore,2005,100000,1000.0,Manual,8.4,19,Budget,Low,100000000.0
Suzuki Wagon,Chakwal,2018,105000,1000.0,Manual,24.0,6,Mid Range,Medium,105000000.0
Daihatsu Mira,Rawalpindi,2020,32000,660.0,Automatic,33.5,4,Mid Range,Low,21120000.0
Daihatsu Mira,Islamabad,2008,1200,660.0,Automatic,15.6,16,Budget,Low,792000.0
Suzuki Bolan,Faisalabad,2012,2,800.0,Manual,6.8,12,Budget,Low,1600.0
Suzuki Cultus,Islamabad,2003,5000,1000.0,Manual,7.0,21,Budget,Low,5000000.0
Suzuki Swift,Islamabad,2019,65000,1300.0,Automatic,30.1,5,Mid Range,Low,84500000.0
Toyota Corolla,Daska,2010,200000,1300.0,Manual,20.5,14,Mid Range,Medium,260000000.0
Suzuki Mehran,Karachi,1998,2000,800.0,Manual,3.9,26,Budget,Low,1600000.0
Daihatsu Cuore,Multan,2007,85000,800.0,Manual,8.5,17,Budget,Low,68000000.0
Suzuki Cultus,Tando adam,2006,70000,1000.0,Manual,6.8,18,Budget,Low,70000000.0
Mitsubishi Lancer,Sialkot,2001,50000,1300.0,Automatic,47.0,23,Premium,Low,65000000.0
Nissan Dayz,Lahore,2014,87281,659.0,Automatic,26.9,10,Mid Range,Low,57518179.0
Toyota Corolla,Peshawar,2006,189535,1496.0,Automatic,35.0,18,Mid Range,Medium,283544360.0
Honda Civic,Karachi,2008,78000,1800.0,Automatic,26.0,16,Mid Range,Low,140400000.0
Suzuki Carry,Multan,2017,55000,800.0,Manual,12.5,7,Budget,Low,44000000.0
Toyota Vitz,Multan,2017,55000,1000.0,Automatic,42.0,7,Premium,Low,55000000.0
Honda Civic,Karachi,1990,4853,1200.0,Manual,5.5,34,Budget,Low,5823600.0
Suzuki Alto,Lahore,2011,100000,660.0,Automatic,11.8,13,Budget,Low,66000000.0
Nissan Kicks,Multan,2020,35000,1200.0,Automatic,77.4,4,Luxury,Low,42000000.0
Honda City,Lahore,2017,122000,1500.0,Automatic,35.4,7,Mid Range,Medium,183000000.0
Suzuki Alto,Karachi,2007,200000,1000.0,Manual,7.2,17,Budget,Medium,200000000.0
Daihatsu Mira,Karachi,2020,40000,660.0,Automatic,35.0,4,Mid Range,Low,26400000.0
Daihatsu Move,Karachi,2015,96000,660.0,Automatic,21.5,9,Mid Range,Low,63360000.0
Suzuki Mehran,Islamabad,2011,66000,800.0,Manual,7.6,13,Budget,Low,52800000.0
Suzuki Mehran,Peshawar,2006,25000,800.0,Manual,6.6,18,Budget,Low,20000000.0
Nissan Blue,Karachi,2007,80000,1500.0,Automatic,22.3,17,Mid Range,Low,120000000.0
Toyota Prius,Karachi,2011,122000,1800.0,Automatic,35.8,13,Mid Range,Medium,219600000.0
Nissan Tiida,Karachi,2007,150000,1500.0,Automatic,20.5,17,Mid Range,Medium,225000000.0
Suzuki Wagon,Gujranwala,2019,85000,1000.0,Manual,21.2,5,Mid Range,Low,85000000.0
Suzuki Wagon,Gujranwala,2019,85000,1000.0,Manual,21.2,5,Mid Range,Low,85000000.0
Suzuki Alto,Sahiwal,2021,58000,660.0,Manual,22.0,3,Mid Range,Low,38280000.0
Toyota Corolla,Swabi,2007,180000,1800.0,Manual,19.2,17,Budget,Medium,324000000.0
Suzuki Cultus,Karachi,2015,88000,1000.0,Manual,14.8,9,Budget,Low,88000000.0
Suzuki Alto,Karachi,2007,1,1000.0,Manual,6.8,17,Budget,Low,1000.0
Honda Civic,Lahore,2022,11000,1800.0,Automatic,76.5,2,Luxury,Low,19800000.0
Suzuki Mehran,Rawalpindi,2006,25855,800.0,Manual,5.6,18,Budget,Low,20684000.0
Honda Civic,Rawalpindi,2019,85000,1800.0,Automatic,58.5,5,Premium,Low,153000000.0
Suzuki Bolan,Karachi,2010,100000,800.0,Manual,6.0,14,Budget,Low,80000000.0
Honda Civic,Karachi,1999,90000,1500.0,Manual,9.3,25,Budget,Low,135000000.0
Suzuki Mehran,Rawalpindi,2012,6200,800.0,Manual,9.2,12,Budget,Low,4960000.0
Suzuki Cultus,Karachi,2016,90000,1000.0,Manual,16.4,8,Budget,Low,90000000.0
Toyota Aqua,Karachi,2014,120000,1500.0,Automatic,32.8,10,Mid Range,Medium,180000000.0
Toyota Corolla,Karachi,2011,77500,1300.0,Manual,26.5,13,Mid Range,Low,100750000.0
Toyota Platz,Karachi,2004,125000,1000.0,Automatic,15.4,20,Budget,Medium,125000000.0
Honda Civic,Islamabad,2017,95000,1800.0,Automatic,47.5,7,Premium,Low,171000000.0
Toyota Corolla,Lahore,2016,150000,1300.0,Automatic,36.8,8,Mid Range,Medium,195000000.0
Suzuki Alto,Karachi,2010,88000,1000.0,Manual,9.5,14,Budget,Low,88000000.0
Honda Civic,Lala musa,2012,100000,1800.0,Automatic,26.5,12,Mid Range,Low,180000000.0
Honda Civic,Lala musa,2012,100000,1800.0,Automatic,26.5,12,Mid Range,Low,180000000.0
Toyota Vitz,Karachi,2013,133000,1000.0,Automatic,26.0,11,Mid Range,Medium,133000000.0
Honda City,Lahore,2014,200000,1500.0,Manual,26.5,10,Mid Range,Medium,300000000.0
KIA Picanto,Sukkur,2021,32000,1000.0,Automatic,26.8,3,Mid Range,Low,32000000.0
Nissan Note,Karachi,2021,35000,1200.0,Automatic,65.5,3,Luxury,Low,42000000.0
Honda N,Lahore,2014,160000,660.0,Automatic,27.0,10,Mid Range,Medium,105600000.0
Honda BR-V,Karachi,2021,31000,1500.0,Automatic,46.9,3,Premium,Low,46500000.0
Suzuki Every,Karachi,2013,112000,660.0,Automatic,16.8,11,Budget,Medium,73920000.0
Honda Freed,Rawalpindi,2017,50000,1500.0,Automatic,59.0,7,Premium,Low,75000000.0
Toyota Sienta,Karachi,2019,61000,1500.0,Automatic,64.0,5,Luxury,Low,91500000.0
Toyota Aqua,Karachi,2014,114000,1500.0,Automatic,34.0,10,Mid Range,Medium,171000000.0
Toyota Yaris,Islamabad,2021,28074,1500.0,Automatic,53.5,3,Premium,Low,42111000.0
Toyota Yaris,Mansehra,2020,90000,1300.0,Automatic,39.9,4,Mid Range,Low,117000000.0
Toyota Aqua,Faisalabad,2018,87000,1500.0,Automatic,51.0,6,Premium,Low,130500000.0
Honda Vezel,Mardan,2019,50000,1500.0,Automatic,76.0,5,Luxury,Low,75000000.0
Suzuki Baleno,Hyderabad,2002,21542,1300.0,Manual,6.8,22,Budget,Low,28004600.0
Honda Civic,Layyah,2021,22000,1800.0,Automatic,66.0,3,Luxury,Low,39600000.0
Honda HR-V,Hyderabad,2022,32000,1500.0,Automatic,70.0,2,Luxury,Low,48000000.0
Suzuki Mehran,Lahore,2011,104000,800.0,Manual,9.2,13,Budget,Medium,83200000.0
Suzuki Wagon,Lahore,2021,80000,1000.0,Automatic,29.5,3,Mid Range,Low,80000000.0
KIA Sportage,Islamabad,2007,121000,2000.0,Automatic,34.2,17,Mid Range,Medium,242000000.0
Suzuki APV,Sargodha,2005,90000,1600.0,Manual,26.0,19,Mid Range,Low,144000000.0
Honda Civic,Peshawar,2011,90000,1800.0,Automatic,28.0,13,Mid Range,Low,162000000.0
Toyota Aqua,Karachi,2017,85000,1500.0,Automatic,43.5,7,Premium,Low,127500000.0
Toyota Corolla,Karachi,2018,100000,1500.0,Automatic,67.5,6,Luxury,Low,150000000.0
Honda City,Karachi,2015,85000,1300.0,Manual,26.5,9,Mid Range,Low,110500000.0
Suzuki Cultus,Karachi,2015,95000,1000.0,Manual,15.6,9,Budget,Low,95000000.0
Daihatsu Terios,Lahore,2004,62000,660.0,Automatic,16.5,20,Budget,Low,40920000.0
Honda Civic,Karachi,2020,53000,1800.0,Automatic,56.0,4,Premium,Low,95400000.0
Honda City,Rawalpindi,2005,141000,1300.0,Automatic,18.3,19,Budget,Medium,183300000.0
Toyota Aqua,Faisalabad,2015,173000,1500.0,Automatic,42.0,9,Premium,Medium,259500000.0
Suzuki Wagon,Sialkot,2017,103645,1000.0,Manual,21.9,7,Mid Range,Medium,103645000.0
Honda Civic,Hyderabad,2003,200000,1500.0,Manual,13.0,21,Budget,Medium,300000000.0
Toyota Corolla,Quetta,2007,190000,1500.0,Automatic,33.0,17,Mid Range,Medium,285000000.0
Toyota Prius,Karachi,2007,127000,1500.0,Automatic,28.0,17,Mid Range,Medium,190500000.0
Honda CR-Z,Faisalabad,2011,80000,1500.0,Automatic,30.0,13,Mid Range,Low,120000000.0
Daihatsu Move,Lahore,2022,3000,660.0,Automatic,34.5,2,Mid Range,Low,1980000.0
Toyota Corolla,Islamabad,2019,100000,1300.0,Manual,40.8,5,Premium,Low,130000000.0
Honda Civic,Lahore,2012,44000,1800.0,Manual,33.0,12,Mid Range,Low,79200000.0
Honda Civic,Sheikhupura,2003,150000,1600.0,Automatic,16.0,21,Budget,Medium,240000000.0
Hyundai Elantra,Islamabad,2022,38000,2000.0,Automatic,63.0,2,Luxury,Low,76000000.0
Honda Civic,Lahore,2016,145000,1800.0,Automatic,36.5,8,Mid Range,Medium,261000000.0
Toyota Prius,Karachi,2017,160000,1800.0,Automatic,70.0,7,Luxury,Medium,288000000.0
Suzuki Cultus,Islamabad,2014,52000,1000.0,Manual,15.8,10,Budget,Low,52000000.0
Suzuki Cultus,Rawalpindi,2003,169000,1000.0,Manual,11.0,21,Budget,Medium,169000000.0
Toyota Vitz,Hyderabad,2006,100000,1000.0,Automatic,20.0,18,Budget,Low,100000000.0
